,negative,neutral,positive,total
fearless,3.0,0.0,0.0,3.0
feast,2.0,1.0,1.0,4.0
featherweight,1.0,1.0,0.0,2.0
featur,14.0,3.0,4.0,21.0
fed,0.0,1.0,0.0,1.0
feebl,3.0,0.0,0.0,3.0
feed,2.0,1.0,0.0,3.0
feel,138.0,38.0,12.0,188.0
feeli,0.0,1.0,0.0,1.0
feisti,1.0,0.0,0.0,1.0
felinni,1.0,0.0,0.0,1.0
fell,1.0,0.0,0.0,1.0
fellow,4.0,1.0,0.0,5.0
fellowship,1.0,0.0,0.0,1.0
felt,20.0,3.0,2.0,25.0
femal,15.0,6.0,2.0,23.0
femin,2.0,0.0,0.0,2.0
feminin,2.0,0.0,0.0,2.0
feminist,3.0,0.0,0.0,3.0
femm,1.0,2.0,0.0,3.0
feral,3.0,0.0,0.0,3.0
ferment,1.0,0.0,0.0,1.0
feroci,0.0,1.0,0.0,1.0
ferret,1.0,0.0,0.0,1.0
fertil,1.0,0.0,1.0,2.0
fervent,3.0,1.0,0.0,4.0
fervid,1.0,0.0,0.0,1.0
ferzan,0.0,1.0,0.0,1.0
fessenden,2.0,1.0,0.0,3.0
fest,3.0,0.0,1.0,4.0
festiv,6.0,1.0,0.0,7.0
festoon,0.0,1.0,0.0,1.0
fetch,4.0,0.0,0.0,4.0
fetish,0.0,1.0,0.0,1.0
fetishist,1.0,0.0,0.0,1.0
few,99.0,29.0,11.0,139.0
fewer,4.0,1.0,1.0,6.0
fi,16.0,8.0,2.0,26.0
fiction,2.0,3.0,1.0,6.0
fictiti,0.0,1.0,0.0,1.0
fide,1.0,1.0,0.0,2.0
fidget,1.0,0.0,1.0,2.0
fie,0.0,1.0,0.0,1.0
fiendish,2.0,0.0,0.0,2.0
fierc,10.0,1.0,2.0,13.0
fieri,2.0,0.0,0.0,2.0
fifteen,4.0,0.0,0.0,4.0
fifth,2.0,0.0,0.0,2.0
fifti,2.0,1.0,0.0,3.0
fight,11.0,2.0,2.0,15.0
figur,14.0,4.0,0.0,18.0
fil,1.0,0.0,0.0,1.0
fill,39.0,12.0,2.0,53.0
filler,0.0,0.0,1.0,1.0
film,21.0,2.0,5.0,28.0
filmic,0.0,1.0,0.0,1.0
filmmak,20.0,5.0,1.0,26.0
filter,1.0,0.0,0.0,1.0
final,56.0,12.0,5.0,73.0
financi,0.0,1.0,0.0,1.0
finch,1.0,0.0,0.0,1.0
fincher,2.0,0.0,1.0,3.0
find,105.0,22.0,13.0,140.0
fine,39.0,13.0,6.0,58.0
finest,4.0,3.0,3.0,10.0
finger,4.0,1.0,2.0,7.0
finish,15.0,4.0,1.0,20.0
fire,6.0,0.0,0.0,6.0
firm,4.0,2.0,0.0,6.0
firmer,1.0,0.0,0.0,1.0
first,129.0,32.0,14.0,175.0
fish,6.0,1.0,0.0,7.0
fisher,1.0,0.0,0.0,1.0
fishi,1.0,0.0,0.0,1.0
fist,4.0,2.0,0.0,6.0
fit,20.0,5.0,3.0,28.0
fix,1.0,0.0,0.0,1.0
fixat,3.0,0.0,0.0,3.0
fizzl,1.0,0.0,0.0,1.0
flabbi,2.0,0.0,0.0,2.0
flaccid,2.0,1.0,0.0,3.0
flag,2.0,0.0,0.0,2.0
flagrant,1.0,0.0,0.0,1.0
flail,3.0,0.0,1.0,4.0
flaki,0.0,1.0,0.0,1.0
flamboy,5.0,0.0,0.0,5.0
flash,1.0,1.0,0.0,2.0
flashback,1.0,0.0,0.0,1.0
flashbulb,2.0,0.0,0.0,2.0
flashi,10.0,2.0,0.0,12.0
flat,35.0,6.0,3.0,44.0
flatbush,0.0,1.0,0.0,1.0
flatfoot,1.0,0.0,0.0,1.0
flatten,2.0,0.0,0.0,2.0
flatter,2.0,2.0,0.0,4.0
flatul,1.0,0.0,0.0,1.0
flaunt,0.0,1.0,0.0,1.0
flavor,1.0,1.0,0.0,2.0
flavorless,2.0,0.0,0.0,2.0
flaw,25.0,2.0,0.0,27.0
flawless,1.0,1.0,0.0,2.0
flck,1.0,0.0,0.0,1.0
fledg,1.0,0.0,0.0,1.0
fledgl,1.0,0.0,0.0,1.0
flee,2.0,1.0,0.0,3.0
fleet,5.0,2.0,1.0,8.0
fleme,0.0,1.0,0.0,1.0
flesh,5.0,1.0,1.0,7.0
flex,1.0,0.0,0.0,1.0
flexibl,1.0,0.0,0.0,1.0
fli,10.0,3.0,2.0,15.0
flick,7.0,2.0,3.0,12.0
flicker,2.0,0.0,0.0,2.0
flim,1.0,0.0,0.0,1.0
flimsi,2.0,2.0,1.0,5.0
flimsier,1.0,0.0,0.0,1.0
flinch,2.0,0.0,0.0,2.0
fling,2.0,0.0,0.0,2.0
flip,1.0,0.0,0.0,1.0
flippant,1.0,0.0,0.0,1.0
flirt,1.0,0.0,0.0,1.0
float,5.0,0.0,1.0,6.0
flog,1.0,0.0,0.0,1.0
flop,6.0,0.0,0.0,6.0
floppi,1.0,0.0,0.0,1.0
florid,2.0,2.0,0.0,4.0
flounder,1.0,0.0,0.0,1.0
flourish,1.0,0.0,0.0,1.0
flow,4.0,1.0,0.0,5.0
flower,1.0,0.0,0.0,1.0
floweri,1.0,0.0,0.0,1.0
floyd,1.0,0.0,0.0,1.0
fluctuat,0.0,1.0,0.0,1.0
fluent,2.0,0.0,0.0,2.0
fluff,1.0,0.0,0.0,1.0
fluffi,2.0,0.0,0.0,2.0
fluid,3.0,1.0,0.0,4.0
fluke,1.0,0.0,0.0,1.0
flung,1.0,0.0,0.0,1.0
flush,0.0,0.0,1.0,1.0
focus,10.0,7.0,5.0,22.0
fog,1.0,0.0,0.0,1.0
fold,1.0,0.0,0.0,1.0
folksi,1.0,0.0,0.0,1.0
folli,0.0,1.0,0.0,1.0
follow,31.0,11.0,8.0,50.0
fond,2.0,1.0,0.0,3.0
fontain,2.0,0.0,0.0,2.0
fool,3.0,2.0,1.0,6.0
foolish,3.0,1.0,0.0,4.0
foot,2.0,0.0,0.0,2.0
footnot,0.0,1.0,0.0,1.0
forbear,1.0,0.0,0.0,1.0
forbidden,2.0,0.0,0.0,2.0
forc,31.0,9.0,6.0,46.0
ford,2.0,0.0,0.0,2.0
forebod,0.0,1.0,0.0,1.0
foreign,11.0,3.0,1.0,15.0
foreman,1.0,0.0,0.0,1.0
foremost,2.0,0.0,0.0,2.0
foreshadow,1.0,0.0,0.0,1.0
forest,1.0,0.0,0.0,1.0
forev,1.0,1.0,1.0,3.0
forewarn,1.0,0.0,0.0,1.0
forg,2.0,1.0,0.0,3.0
forget,20.0,3.0,2.0,25.0
forgett,19.0,5.0,3.0,27.0
forgiv,9.0,3.0,0.0,12.0
forgiven,2.0,1.0,0.0,3.0
forgo,2.0,0.0,0.0,2.0
forgot,1.0,1.0,0.0,2.0
forgotten,10.0,4.0,0.0,14.0
form,7.0,2.0,2.0,11.0
formal,2.0,0.0,0.0,2.0
formalist,1.0,0.0,0.0,1.0
format,0.0,0.0,1.0,1.0
former,6.0,1.0,0.0,7.0
formid,1.0,0.0,0.0,1.0
formula,14.0,9.0,3.0,26.0
forrest,1.0,0.0,0.0,1.0
forsaken,1.0,1.0,0.0,2.0
fort,1.0,0.0,0.0,1.0
forthright,1.0,0.0,0.0,1.0
forti,1.0,0.0,0.0,1.0
fortifi,1.0,0.0,1.0,2.0
fortun,2.0,1.0,1.0,4.0
forum,1.0,0.0,0.0,1.0
forward,2.0,2.0,0.0,4.0
foster,2.0,0.0,0.0,2.0
foul,4.0,1.0,0.0,5.0
found,30.0,5.0,5.0,40.0
founder,1.0,0.0,0.0,1.0
fourteen,1.0,0.0,0.0,1.0
fourth,6.0,2.0,0.0,8.0
fragil,2.0,0.0,0.0,2.0
fragment,2.0,0.0,0.0,2.0
fragmentari,2.0,0.0,0.0,2.0
frame,3.0,0.0,0.0,3.0
franchis,2.0,0.0,0.0,2.0
franco,0.0,1.0,0.0,1.0
frank,13.0,2.0,4.0,19.0
frankenstein,1.0,0.0,0.0,1.0
frantic,4.0,2.0,1.0,7.0
franz,1.0,0.0,0.0,1.0
frat,1.0,1.0,0.0,2.0
fraught,0.0,1.0,0.0,1.0
fray,1.0,0.0,0.0,1.0
frazzl,1.0,0.0,0.0,1.0
freak,1.0,1.0,1.0,3.0
freaki,3.0,1.0,0.0,4.0
freakish,1.0,0.0,0.0,1.0
fred,2.0,0.0,1.0,3.0
freddi,2.0,0.0,1.0,3.0
free,19.0,9.0,2.0,30.0
freeli,2.0,0.0,0.0,2.0
freeman,3.0,0.0,0.0,3.0
freewheel,1.0,0.0,0.0,1.0
frei,1.0,0.0,0.0,1.0
french,42.0,4.0,7.0,53.0
frenet,2.0,1.0,1.0,4.0
frenzi,0.0,1.0,0.0,1.0
frequent,19.0,1.0,1.0,21.0
fresh,41.0,12.0,5.0,58.0
freshen,1.0,0.0,1.0,2.0
freshman,1.0,0.0,0.0,1.0
fret,1.0,0.0,0.0,1.0
freudian,1.0,0.0,0.0,1.0
freundlich,2.0,1.0,0.0,3.0
fri,2.0,0.0,0.0,2.0
frida,2.0,1.0,0.0,3.0
friday,5.0,2.0,1.0,8.0
friedman,1.0,0.0,0.0,1.0
friend,8.0,3.0,0.0,11.0
friendship,0.0,0.0,1.0,1.0
friggin,1.0,0.0,0.0,1.0
fright,1.0,0.0,0.0,1.0
frighten,10.0,4.0,1.0,15.0
frightfest,1.0,0.0,0.0,1.0
fring,1.0,0.0,0.0,1.0
frisk,0.0,1.0,0.0,1.0
fritter,2.0,0.0,0.0,2.0
frodo,1.0,0.0,0.0,1.0
front,3.0,1.0,0.0,4.0
frontal,3.0,1.0,0.0,4.0
frontier,0.0,1.0,0.0,1.0
frosti,1.0,0.0,0.0,1.0
froth,1.0,0.0,0.0,1.0
frothi,2.0,1.0,0.0,3.0
frozen,4.0,0.0,0.0,4.0
fruit,1.0,0.0,0.0,1.0
frustrat,19.0,6.0,1.0,26.0
fu,1.0,0.0,0.0,1.0
fuddi,1.0,0.0,0.0,1.0
fuddl,1.0,0.0,0.0,1.0
fudg,1.0,1.0,0.0,2.0
fuel,4.0,0.0,1.0,5.0
fuell,1.0,0.0,0.0,1.0
fugit,1.0,0.0,0.0,1.0
fuhgeddaboutit,0.0,1.0,0.0,1.0
fuhrman,0.0,0.0,1.0,1.0
fulfil,6.0,0.0,1.0,7.0
full,84.0,32.0,14.0,130.0
fulli,19.0,6.0,1.0,26.0
fulsom,0.0,1.0,0.0,1.0
fumbl,3.0,1.0,0.0,4.0
fun,29.0,8.0,3.0,40.0
function,1.0,0.0,1.0,2.0
fundament,2.0,1.0,1.0,4.0
funer,2.0,3.0,1.0,6.0
funki,1.0,0.0,0.0,1.0
funni,198.0,41.0,19.0,258.0
funnier,14.0,2.0,1.0,17.0
funniest,12.0,2.0,1.0,15.0
furious,4.0,3.0,0.0,7.0
furnish,0.0,1.0,0.0,1.0
further,13.0,3.0,2.0,18.0
fuse,4.0,1.0,1.0,6.0
fuss,1.0,0.0,0.0,1.0
fussi,1.0,0.0,1.0,2.0
fustili,1.0,0.0,0.0,1.0
futil,1.0,2.0,0.0,3.0
futur,7.0,5.0,1.0,13.0
futurist,2.0,1.0,1.0,4.0
fuzzi,2.0,3.0,0.0,5.0
ga,0.0,0.0,1.0,1.0
gag,3.0,1.0,0.0,4.0
gai,1.0,0.0,0.0,1.0
gain,6.0,1.0,0.0,7.0
gainsbourg,0.0,1.0,0.0,1.0
gal,0.0,0.0,1.0,1.0
gall,1.0,0.0,0.0,1.0
gallic,1.0,0.0,0.0,1.0
galvan,1.0,0.0,0.0,1.0
gambl,1.0,0.0,0.0,1.0
gambol,0.0,1.0,0.0,1.0
game,1.0,0.0,0.0,1.0
gang,1.0,0.0,0.0,1.0
gangsta,0.0,1.0,0.0,1.0
gangster,1.0,0.0,0.0,1.0
gantz,0.0,1.0,0.0,1.0
gape,2.0,0.0,0.0,2.0
garbl,1.0,1.0,0.0,2.0
garc,1.0,0.0,0.0,1.0
garcia,1.0,0.0,0.0,1.0
gargantuan,1.0,0.0,1.0,2.0
gari,2.0,1.0,0.0,3.0
garish,1.0,0.0,0.0,1.0
garner,2.0,0.0,0.0,2.0
gasbag,0.0,0.0,1.0,1.0
gasp,2.0,1.0,1.0,4.0
gather,1.0,0.0,0.0,1.0
gaudi,0.0,0.0,1.0,1.0
gave,4.0,1.0,0.0,5.0
gawk,0.0,1.0,0.0,1.0
gawki,1.0,0.0,0.0,1.0
gay,5.0,0.0,1.0,6.0
gaze,2.0,0.0,2.0,4.0
gear,3.0,1.0,0.0,4.0
gee,0.0,1.0,0.0,1.0
geek,2.0,0.0,0.0,2.0
gel,5.0,0.0,0.0,5.0
gellar,1.0,0.0,0.0,1.0
gem,1.0,1.0,0.0,2.0
general,28.0,6.0,7.0,41.0
generat,21.0,2.0,3.0,26.0
generic,19.0,5.0,2.0,26.0
generous,6.0,0.0,0.0,6.0
geneva,1.0,0.0,0.0,1.0
genial,6.0,0.0,0.0,6.0
genr,10.0,1.0,1.0,12.0
genteel,1.0,0.0,0.0,1.0
gentl,25.0,7.0,4.0,36.0
genuin,31.0,15.0,4.0,50.0
geograph,1.0,0.0,0.0,1.0
georg,1.0,0.0,0.0,1.0
georgian,1.0,1.0,0.0,2.0
gere,1.0,0.0,0.0,1.0
geriatr,3.0,0.0,0.0,3.0
german,6.0,0.0,1.0,7.0
germani,1.0,1.0,0.0,2.0
germin,0.0,0.0,1.0,1.0
gestur,1.0,0.0,0.0,1.0
get,205.0,70.0,33.0,308.0
ghast,1.0,0.0,0.0,1.0
ghost,1.0,0.0,1.0,2.0
ghoulish,1.0,0.0,1.0,2.0
gianni,1.0,0.0,0.0,1.0
giannini,1.0,0.0,0.0,1.0
giant,9.0,3.0,1.0,13.0
gibson,1.0,0.0,0.0,1.0
giddi,2.0,0.0,0.0,2.0
giddili,0.0,1.0,0.0,1.0
gift,8.0,3.0,1.0,12.0
gigant,1.0,0.0,0.0,1.0
gigg,1.0,0.0,0.0,1.0
giggl,1.0,0.0,0.0,1.0
gilliam,1.0,0.0,0.0,1.0
gilligan,0.0,1.0,0.0,1.0
gimmicki,2.0,1.0,0.0,3.0
giovanni,1.0,0.0,0.0,1.0
girardot,1.0,0.0,0.0,1.0
girl,11.0,0.0,1.0,12.0
girlish,1.0,0.0,0.0,1.0
give,145.0,36.0,16.0,197.0
given,29.0,7.0,5.0,41.0
glacial,2.0,1.0,0.0,3.0
glad,0.0,2.0,0.0,2.0
glamor,1.0,0.0,0.0,1.0
glanc,1.0,0.0,0.0,1.0
glare,2.0,0.0,0.0,2.0
glass,1.0,0.0,0.0,1.0
glaze,1.0,0.0,0.0,1.0
glean,3.0,0.0,0.0,3.0
gleefulli,2.0,1.0,0.0,3.0
glib,0.0,3.0,1.0,4.0
glibli,0.0,2.0,0.0,2.0
glide,1.0,0.0,0.0,1.0
glint,0.0,1.0,0.0,1.0
glitter,1.0,0.0,0.0,1.0
global,1.0,0.0,0.0,1.0
gloomi,1.0,2.0,0.0,3.0
glori,1.0,0.0,0.0,1.0
glorifi,4.0,1.0,0.0,5.0
glorious,9.0,2.0,1.0,12.0
gloss,1.0,1.0,0.0,2.0
glossi,6.0,2.0,0.0,8.0
glow,1.0,0.0,0.0,1.0
glu,2.0,1.0,0.0,3.0
glucos,1.0,0.0,0.0,1.0
glum,2.0,0.0,1.0,3.0
gnash,1.0,0.0,0.0,1.0
go,144.0,42.0,24.0,210.0
gobbl,1.0,0.0,0.0,1.0
god,2.0,0.0,1.0,3.0
godard,1.0,1.0,0.0,2.0
godaw,0.0,1.0,0.0,1.0
godfrey,2.0,0.0,0.0,2.0
goe,51.0,7.0,7.0,65.0
goldbach,1.0,0.0,0.0,1.0
golden,2.0,0.0,0.0,2.0
goliath,1.0,0.0,0.0,1.0
gon,2.0,0.0,0.0,2.0
gondri,1.0,0.0,0.0,1.0
gone,26.0,10.0,3.0,39.0
gong,1.0,0.0,0.0,1.0
good,296.0,79.0,45.0,420.0
goodfella,1.0,0.0,0.0,1.0
gooey,1.0,0.0,0.0,1.0
goofbal,3.0,0.0,0.0,3.0
goofi,9.0,3.0,0.0,12.0
goofiest,1.0,0.0,0.0,1.0
goofili,1.0,0.0,0.0,1.0
goos,2.0,0.0,0.0,2.0
goosebump,1.0,0.0,0.0,1.0
gore,3.0,0.0,0.0,3.0
gorgeous,28.0,6.0,4.0,38.0
gori,3.0,1.0,1.0,5.0
gosl,6.0,1.0,0.0,7.0
got,32.0,6.0,5.0,43.0
gothic,0.0,1.0,2.0,3.0
gotten,2.0,3.0,0.0,5.0
gourmet,0.0,1.0,0.0,1.0
govern,1.0,0.0,0.0,1.0
government,1.0,0.0,0.0,1.0
grab,7.0,1.0,1.0,9.0
grace,9.0,1.0,0.0,10.0
graceland,1.0,0.0,0.0,1.0
graceless,1.0,0.0,0.0,1.0
gracious,1.0,0.0,0.0,1.0
grade,2.0,1.0,1.0,4.0
gradual,9.0,2.0,0.0,11.0
graduat,1.0,1.0,0.0,2.0
graham,1.0,1.0,0.0,2.0
graini,2.0,0.0,0.0,2.0
grand,12.0,1.0,4.0,17.0
grandiloqu,1.0,0.0,0.0,1.0
grandios,1.0,0.0,0.0,1.0
grandson,1.0,0.0,0.0,1.0
grandstand,1.0,0.0,0.0,1.0
grant,5.0,1.0,1.0,7.0
graphic,12.0,1.0,0.0,13.0
grappl,0.0,1.0,0.0,1.0
grasp,1.0,3.0,1.0,5.0
grate,9.0,2.0,0.0,11.0
gratifi,1.0,1.0,0.0,2.0
gratuit,4.0,0.0,1.0,5.0
grave,1.0,0.0,1.0,2.0
gravit,1.0,0.0,0.0,1.0
gray,1.0,1.0,1.0,3.0
grayish,1.0,0.0,0.0,1.0
graze,1.0,0.0,0.0,1.0
greas,0.0,1.0,0.0,1.0
greasi,1.0,0.0,0.0,1.0
greasiest,0.0,1.0,0.0,1.0
great,119.0,38.0,13.0,170.0
greater,4.0,1.0,2.0,7.0
greatest,15.0,3.0,1.0,19.0
greed,0.0,1.0,0.0,1.0
greedi,1.0,0.0,0.0,1.0
greek,10.0,2.0,1.0,13.0
green,14.0,5.0,3.0,22.0
greenlight,1.0,0.0,0.0,1.0
greg,1.0,0.0,0.0,1.0
grenobl,1.0,0.0,0.0,1.0
grew,4.0,2.0,0.0,6.0
grey,1.0,0.0,0.0,1.0
grief,0.0,0.0,1.0,1.0
grievous,1.0,0.0,0.0,1.0
griffith,1.0,0.0,0.0,1.0
grim,5.0,2.0,3.0,10.0
grimi,1.0,0.0,0.0,1.0
grin,2.0,0.0,0.0,2.0
grind,1.0,1.0,0.0,2.0
grinder,1.0,0.0,0.0,1.0
grip,13.0,4.0,6.0,23.0
gripe,0.0,1.0,0.0,1.0
grisli,4.0,0.0,0.0,4.0
gritti,9.0,2.0,3.0,14.0
grittiest,0.0,1.0,0.0,1.0
grittili,1.0,0.0,0.0,1.0
grizzl,1.0,0.0,0.0,1.0
groan,0.0,0.0,1.0,1.0
groggi,1.0,0.0,0.0,1.0
groov,1.0,1.0,0.0,2.0
gross,17.0,5.0,2.0,24.0
grossest,1.0,0.0,0.0,1.0
grossli,2.0,0.0,0.0,2.0
grotesqu,2.0,0.0,1.0,3.0
ground,1.0,0.0,2.0,3.0
groundbreak,1.0,1.0,1.0,3.0
group,0.0,0.0,1.0,1.0
groupi,1.0,0.0,0.0,1.0
grow,30.0,6.0,2.0,38.0
grown,8.0,3.0,1.0,12.0
grownup,1.0,1.0,0.0,2.0
grub,2.0,0.0,0.0,2.0
gruel,1.0,0.0,0.0,1.0
gruell,0.0,1.0,0.0,1.0
gruesom,1.0,0.0,0.0,1.0
grumbl,1.0,0.0,0.0,1.0
grumpi,1.0,0.0,0.0,1.0
grungi,1.0,1.0,0.0,2.0
guarante,5.0,2.0,0.0,7.0
guard,2.0,0.0,0.0,2.0
guardian,1.0,0.0,0.0,1.0
guess,14.0,1.0,1.0,16.0
guessabl,1.0,0.0,0.0,1.0
guest,2.0,0.0,0.0,2.0
guffaw,2.0,0.0,0.0,2.0
guid,3.0,1.0,0.0,4.0
guillermo,0.0,1.0,0.0,1.0
guilt,3.0,0.0,0.0,3.0
guilti,16.0,3.0,2.0,21.0
gullibl,1.0,0.0,0.0,1.0
gulp,1.0,1.0,0.0,2.0
gum,1.0,0.0,0.0,1.0
gun,0.0,2.0,0.0,2.0
gunfest,1.0,0.0,0.0,1.0
gush,1.0,0.0,0.0,1.0
gushi,1.0,0.0,0.0,1.0
gussi,1.0,0.0,1.0,2.0
gut,1.0,1.0,0.0,2.0
gutless,1.0,0.0,0.0,1.0
gutterbal,0.0,0.0,1.0,1.0
guy,3.0,0.0,1.0,4.0
guzm,1.0,0.0,0.0,1.0
ha,1.0,0.0,0.0,1.0
hackney,10.0,2.0,3.0,15.0
had,83.0,15.0,12.0,110.0
hagiograph,1.0,0.0,0.0,1.0
hail,2.0,0.0,0.0,2.0
hair,2.0,0.0,0.0,2.0
hairier,1.0,0.0,0.0,1.0
hal,3.0,0.0,0.0,3.0
half,8.0,4.0,0.0,12.0
halfheart,1.0,0.0,1.0,2.0
halfway,6.0,1.0,0.0,7.0
hall,1.0,0.0,0.0,1.0
halloween,4.0,1.0,0.0,5.0
hallucinatori,2.0,0.0,0.0,2.0
hallucinogen,1.0,0.0,0.0,1.0
halo,1.0,0.0,0.0,1.0
ham,2.0,2.0,0.0,4.0
hamfist,0.0,0.0,1.0,1.0
hammer,2.0,0.0,0.0,2.0
hammili,1.0,0.0,0.0,1.0
hamper,3.0,2.0,1.0,6.0
hamstrung,1.0,0.0,0.0,1.0
hand,14.0,7.0,6.0,27.0
handed,1.0,0.0,0.0,1.0
handheld,1.0,1.0,0.0,2.0
handi,1.0,0.0,0.0,1.0
handicap,0.0,1.0,0.0,1.0
handili,1.0,1.0,0.0,2.0
handl,13.0,3.0,1.0,17.0
handsom,7.0,0.0,1.0,8.0
hanek,2.0,0.0,0.0,2.0
hang,5.0,1.0,3.0,9.0
hannib,3.0,0.0,0.0,3.0
haphazard,0.0,1.0,1.0,2.0
happen,36.0,15.0,3.0,54.0
happi,20.0,7.0,1.0,28.0
happiest,0.0,1.0,0.0,1.0
happili,4.0,3.0,1.0,8.0
har,0.0,0.0,1.0,1.0
harangu,2.0,0.0,0.0,2.0
hard,126.0,24.0,13.0,163.0
hardass,1.0,0.0,0.0,1.0
harden,2.0,0.0,0.0,2.0
harder,3.0,2.0,0.0,5.0
hardest,1.0,0.0,0.0,1.0
hardheart,1.0,0.0,0.0,1.0
hardi,2.0,1.0,0.0,3.0
hardscrabbl,1.0,0.0,0.0,1.0
hark,1.0,0.0,0.0,1.0
harland,0.0,1.0,0.0,1.0
harm,2.0,1.0,0.0,3.0
harmless,7.0,1.0,1.0,9.0
harmoni,1.0,0.0,0.0,1.0
harri,4.0,0.0,0.0,4.0
harrison,1.0,0.0,0.0,1.0
harrow,7.0,0.0,1.0,8.0
harsh,4.0,4.0,0.0,8.0
hart,1.0,1.0,1.0,3.0
hartley,1.0,0.0,1.0,2.0
harvard,1.0,0.0,0.0,1.0
harvest,1.0,0.0,0.0,1.0
has,532.0,130.0,71.0,733.0
hastili,4.0,0.0,0.0,4.0
hat,2.0,0.0,0.0,2.0
hate,19.0,5.0,2.0,26.0
hatr,4.0,2.0,0.0,6.0
haul,1.0,0.0,0.0,1.0
haunt,14.0,9.0,5.0,28.0
have,485.0,138.0,53.0,676.0
hawaiian,3.0,0.0,0.0,3.0
hawk,2.0,0.0,0.0,2.0
hayn,1.0,0.0,1.0,2.0
hazi,1.0,1.0,0.0,2.0
head,8.0,1.0,1.0,10.0
headbang,1.0,1.0,0.0,2.0
headi,4.0,1.0,0.0,5.0
headlong,0.0,1.0,0.0,1.0
heal,5.0,2.0,0.0,7.0
healthi,2.0,0.0,1.0,3.0
heap,1.0,0.0,0.0,1.0
hear,10.0,3.0,1.0,14.0
heard,8.0,1.0,0.0,9.0
hearst,2.0,1.0,0.0,3.0
heart,14.0,6.0,1.0,21.0
heartbreak,9.0,3.0,0.0,12.0
hearten,2.0,0.0,0.0,2.0
heartfelt,8.0,0.0,2.0,10.0
heartili,1.0,0.0,0.0,1.0
heartland,1.0,0.0,0.0,1.0
heartstr,0.0,0.0,1.0,1.0
heartwarm,8.0,2.0,1.0,11.0
heat,3.0,0.0,0.0,3.0
heav,0.0,1.0,0.0,1.0
heaven,9.0,0.0,1.0,10.0
heavi,26.0,12.0,7.0,45.0
heaviest,0.0,1.0,0.0,1.0
heavili,5.0,2.0,0.0,7.0
heavyweight,1.0,0.0,0.0,1.0
heck,1.0,1.0,0.0,2.0
hectic,1.0,1.0,0.0,2.0
hedonist,4.0,0.0,0.0,4.0
heed,1.0,0.0,0.0,1.0
heel,0.0,0.0,1.0,1.0
hefti,3.0,0.0,1.0,4.0
heighten,2.0,1.0,1.0,4.0
heinous,0.0,0.0,2.0,2.0
held,6.0,5.0,2.0,13.0
hell,3.0,1.0,1.0,5.0
hellish,2.0,0.0,0.0,2.0
helm,1.0,0.0,0.0,1.0
help,35.0,14.0,6.0,55.0
henc,2.0,0.0,0.0,2.0
henna,0.0,1.0,0.0,1.0
hepburn,1.0,0.0,0.0,1.0
here,111.0,20.0,22.0,153.0
herebi,1.0,0.0,0.0,1.0
heretofor,1.0,0.0,0.0,1.0
hermet,1.0,1.0,0.0,2.0
hero,1.0,0.0,0.0,1.0
heroic,3.0,0.0,0.0,3.0
herself,1.0,0.0,0.0,1.0
herzog,1.0,0.0,0.0,1.0
hew,1.0,0.0,0.0,1.0
hewitt,0.0,1.0,0.0,1.0
hey,1.0,0.0,0.0,1.0
heyday,1.0,0.0,0.0,1.0
hickenloop,1.0,0.0,0.0,1.0
hidden,4.0,0.0,2.0,6.0
hide,7.0,1.0,3.0,11.0
hidebound,1.0,0.0,0.0,1.0
hideous,4.0,1.0,0.0,5.0
high,89.0,25.0,12.0,126.0
higher,3.0,2.0,2.0,7.0
highest,6.0,0.0,0.0,6.0
highlight,3.0,0.0,0.0,3.0
highway,2.0,0.0,0.0,2.0
hijack,1.0,0.0,0.0,1.0
hilar,1.0,0.0,0.0,1.0
hilari,36.0,9.0,4.0,49.0
hile,0.0,0.0,1.0,1.0
hill,1.0,0.0,1.0,2.0
hinder,2.0,0.0,0.0,2.0
hing,2.0,3.0,1.0,6.0
hint,0.0,1.0,0.0,1.0
hip,4.0,1.0,1.0,6.0
hippest,1.0,0.0,0.0,1.0
hire,1.0,0.0,0.0,1.0
hispan,1.0,1.0,0.0,2.0
histor,28.0,4.0,1.0,33.0
hit,26.0,8.0,5.0,39.0
hitchcockian,3.0,0.0,0.0,3.0
hitchen,1.0,0.0,0.0,1.0
hiv,1.0,0.0,0.0,1.0
hmmmmm,1.0,0.0,0.0,1.0
ho,1.0,3.0,0.0,4.0
hoari,2.0,1.0,0.0,3.0
hobbi,1.0,0.0,0.0,1.0
hobbl,2.0,0.0,0.0,2.0
hobnail,1.0,0.0,0.0,1.0
hoffman,7.0,1.0,0.0,8.0
hog,0.0,1.0,0.0,1.0
hogan,0.0,1.0,0.0,1.0
hokey,4.0,1.0,0.0,5.0
hold,32.0,8.0,2.0,42.0
holden,0.0,0.0,1.0,1.0
holi,0.0,0.0,1.0,1.0
holiday,1.0,0.0,0.0,1.0
holist,1.0,0.0,0.0,1.0
holli,3.0,1.0,0.0,4.0
hollow,4.0,1.0,2.0,7.0
hollywood,12.0,3.0,1.0,16.0
holm,1.0,0.0,0.0,1.0
holocaust,4.0,2.0,0.0,6.0
holofcen,1.0,0.0,0.0,1.0
holograph,1.0,0.0,0.0,1.0
homag,1.0,0.0,0.0,1.0
home,1.0,1.0,1.0,3.0
homer,1.0,0.0,0.0,1.0
homicid,1.0,0.0,0.0,1.0
homilet,1.0,0.0,0.0,1.0
homogen,1.0,0.0,0.0,1.0
homosexu,1.0,0.0,1.0,2.0
